timestamp,station,lat,lon,pm25,pm10,co,no2,so2,o3,aqi
2024-09-20 16:00:00,Punjabi Bagh,28.6741,77.131,83.6,121.1,1943.0,118.5,51.5,1.0,178.2
2024-09-20 17:00:00,Punjabi Bagh,28.6741,77.131,81.7,118.5,1882.0,112.6,48.6,1.0,171.7
2024-09-20 18:00:00,Punjabi Bagh,28.6741,77.131,75.7,109.4,1792.0,105.6,45.4,2.0,151.2
2024-09-20 19:00:00,Punjabi Bagh,28.6741,77.131,70.5,102.4,1692.0,99.6,42.3,2.0,133.4
2024-09-20 20:00:00,Punjabi Bagh,28.6741,77.131,67.8,98.5,1562.0,92.6,38.8,3.0,124.2
2024-09-20 21:00:00,Punjabi Bagh,28.6741,77.131,67.1,97.3,1469.0,87.4,37.0,4.0,121.8
2024-09-20 22:00:00,Punjabi Bagh,28.6741,77.131,67.5,98.0,1458.0,86.5,38.3,0.0,123.2
2024-09-20 23:00:00,Punjabi Bagh,28.6741,77.131,68.7,99.7,1483.0,87.3,41.2,0.0,127.3
2024-09-21 00:00:00,Punjabi Bagh,28.6741,77.131,61.5,88.9,1253.0,73.1,36.3,5.0,102.7
2024-09-21 01:00:00,Punjabi Bagh,28.6741,77.131,65.7,95.2,1194.0,65.8,35.7,29.0,117.0
2024-09-21 02:00:00,Punjabi Bagh,28.6741,77.131,68.7,99.7,1106.0,55.5,35.1,63.0,127.3
2024-09-21 03:00:00,Punjabi Bagh,28.6741,77.131,58.6,85.2,987.0,45.0,35.9,96.0,97.6
2024-09-21 04:00:00,Punjabi Bagh,28.6741,77.131,45.9,67.8,809.0,34.6,39.8,127.0,76.2
2024-09-21 05:00:00,Punjabi Bagh,28.6741,77.131,38.8,58.0,602.0,24.2,45.1,157.0,64.2
2024-09-21 06:00:00,Punjabi Bagh,28.6741,77.131,42.1,62.9,450.0,16.2,47.7,184.0,69.8
2024-09-21 07:00:00,Punjabi Bagh,28.6741,77.131,43.0,63.8,393.0,11.1,45.2,210.0,71.3
2024-09-21 08:00:00,Punjabi Bagh,28.6741,77.131,44.0,65.4,392.0,8.5,40.0,233.0,73.0
2024-09-21 09:00:00,Punjabi Bagh,28.6741,77.131,42.6,63.3,417.0,9.4,36.0,243.0,70.6
2024-09-21 10:00:00,Punjabi Bagh,28.6741,77.131,41.6,61.5,412.0,12.0,33.1,237.0,68.9
2024-09-21 11:00:00,Punjabi Bagh,28.6741,77.131,40.9,60.3,434.0,18.1,31.2,218.0,67.7
2024-09-21 12:00:00,Punjabi Bagh,28.6741,77.131,50.6,74.7,668.0,39.8,33.3,163.0,84.1
2024-09-21 13:00:00,Punjabi Bagh,28.6741,77.131,76.8,112.2,1178.0,77.1,45.7,124.0,154.9
2024-09-21 14:00:00,Punjabi Bagh,28.6741,77.131,100.1,145.3,1882.0,128.1,62.7,70.0,232.1
2024-09-21 15:00:00,Punjabi Bagh,28.6741,77.131,119.2,172.8,2422.0,164.0,75.4,30.0,297.3
2024-09-21 16:00:00,Punjabi Bagh,28.6741,77.131,133.2,192.8,2660.0,171.2,80.3,16.0,310.4
2024-09-21 17:00:00,Punjabi Bagh,28.6741,77.131,136.9,197.9,2734.0,163.2,80.9,16.0,313.2
2024-09-21 18:00:00,Punjabi Bagh,28.6741,77.131,129.0,186.7,2692.0,151.4,77.9,18.0,307.1
2024-09-21 19:00:00,Punjabi Bagh,28.6741,77.131,119.7,173.2,2502.0,137.6,69.9,19.0,299.0
2024-09-21 20:00:00,Punjabi Bagh,28.6741,77.131,111.1,161.1,2198.0,119.9,58.5,22.0,269.6
2024-09-21 21:00:00,Punjabi Bagh,28.6741,77.131,105.2,152.7,1925.0,104.4,49.1,24.0,249.5
2024-09-21 22:00:00,Punjabi Bagh,28.6741,77.131,101.0,146.7,1737.0,93.7,44.0,21.0,235.1
2024-09-21 23:00:00,Punjabi Bagh,28.6741,77.131,96.9,141.1,1581.0,85.1,40.9,18.0,221.1
2024-09-22 00:00:00,Punjabi Bagh,28.6741,77.131,94.8,138.3,1440.0,73.7,36.8,29.0,214.0
2024-09-22 01:00:00,Punjabi Bagh,28.6741,77.131,97.6,142.5,1393.0,66.6,36.3,58.0,223.5
2024-09-22 02:00:00,Punjabi Bagh,28.6741,77.131,97.3,142.0,1317.0,56.3,35.6,98.0,222.5
2024-09-22 03:00:00,Punjabi Bagh,28.6741,77.131,84.1,123.9,1181.0,45.0,34.9,135.0,179.9
2024-09-22 04:00:00,Punjabi Bagh,28.6741,77.131,60.3,90.8,928.0,31.9,34.7,164.0,500.0
2024-09-22 05:00:00,Punjabi Bagh,28.6741,77.131,48.5,74.7,615.0,17.8,34.6,188.0,80.6
2024-09-22 06:00:00,Punjabi Bagh,28.6741,77.131,41.1,63.6,386.0,7.7,33.3,205.0,68.1
2024-09-22 07:00:00,Punjabi Bagh,28.6741,77.131,39.0,60.1,300.0,3.4,29.6,212.0,64.5
2024-09-22 08:00:00,Punjabi Bagh,28.6741,77.131,37.8,57.9,298.0,3.2,24.8,212.0,62.5
2024-09-22 09:00:00,Punjabi Bagh,28.6741,77.131,37.1,56.5,339.0,6.8,21.4,205.0,61.3
2024-09-22 10:00:00,Punjabi Bagh,28.6741,77.131,36.7,55.6,412.0,15.2,20.2,192.0,60.6
2024-09-22 11:00:00,Punjabi Bagh,28.6741,77.131,37.1,56.2,529.0,27.4,20.4,172.0,61.3
2024-09-22 12:00:00,Punjabi Bagh,28.6741,77.131,46.4,69.8,688.0,40.8,22.3,144.0,77.0
2024-09-22 13:00:00,Punjabi Bagh,28.6741,77.131,64.0,95.2,947.0,57.8,27.8,115.0,111.2
2024-09-22 14:00:00,Punjabi Bagh,28.6741,77.131,76.8,113.9,1300.0,80.8,35.3,74.0,154.9
2024-09-22 15:00:00,Punjabi Bagh,28.6741,77.131,79.6,118.3,1533.0,94.9,40.0,44.0,164.5
2024-09-22 16:00:00,Punjabi Bagh,28.6741,77.131,77.5,115.5,1540.0,92.0,39.7,33.0,157.3
2024-09-22 17:00:00,Punjabi Bagh,28.6741,77.131,76.6,115.0,1427.0,80.1,36.5,33.0,154.3
2024-09-22 18:00:00,Punjabi Bagh,28.6741,77.131,74.7,113.2,1300.0,68.9,32.8,33.0,147.8
2024-09-22 19:00:00,Punjabi Bagh,28.6741,77.131,70.5,107.8,1177.0,61.2,28.4,32.0,133.4
2024-09-22 20:00:00,Punjabi Bagh,28.6741,77.131,66.4,102.4,1039.0,54.1,23.4,33.0,119.4
2024-09-22 21:00:00,Punjabi Bagh,28.6741,77.131,64.0,99.4,934.0,48.6,19.9,33.0,111.2
2024-09-22 22:00:00,Punjabi Bagh,28.6741,77.131,62.6,98.3,881.0,45.4,18.9,30.0,106.5
2024-09-22 23:00:00,Punjabi Bagh,28.6741,77.131,62.4,98.5,861.0,43.8,19.4,27.0,105.8
2024-09-23 00:00:00,Punjabi Bagh,28.6741,77.131,59.4,93.1,705.0,29.3,16.5,42.0,99.0
2024-09-23 01:00:00,Punjabi Bagh,28.6741,77.131,61.9,96.4,769.0,31.6,17.7,53.0,104.1
2024-09-23 02:00:00,Punjabi Bagh,28.6741,77.131,66.6,102.4,851.0,34.5,19.4,70.0,120.1
2024-09-23 03:00:00,Punjabi Bagh,28.6741,77.131,68.9,105.7,870.0,33.9,21.2,95.0,128.0
2024-09-23 04:00:00,Punjabi Bagh,28.6741,77.131,63.8,97.8,765.0,26.5,23.5,137.0,110.6
2024-09-23 05:00:00,Punjabi Bagh,28.6741,77.131,51.7,79.4,597.0,15.6,25.9,189.0,86.0
2024-09-23 06:00:00,Punjabi Bagh,28.6741,77.131,47.6,72.9,469.0,7.6,27.1,227.0,79.0
2024-09-23 07:00:00,Punjabi Bagh,28.6741,77.131,46.8,71.7,420.0,4.4,26.2,244.0,77.7
2024-09-23 08:00:00,Punjabi Bagh,28.6741,77.131,46.1,70.8,412.0,4.1,24.2,248.0,76.5
2024-09-23 09:00:00,Punjabi Bagh,28.6741,77.131,46.6,71.7,434.0,6.7,22.6,242.0,77.4
2024-09-23 10:00:00,Punjabi Bagh,28.6741,77.131,46.0,71.2,479.0,12.5,21.6,227.0,76.3
2024-09-23 11:00:00,Punjabi Bagh,28.6741,77.131,45.8,71.2,555.0,21.1,21.0,202.0,76.0
2024-09-23 12:00:00,Punjabi Bagh,28.6741,77.131,60.8,92.9,666.0,32.3,21.9,170.0,500.0
2024-09-23 13:00:00,Punjabi Bagh,28.6741,77.131,74.3,112.7,860.0,47.6,26.6,138.0,146.4
2024-09-23 14:00:00,Punjabi Bagh,28.6741,77.131,84.8,128.5,1131.0,68.7,33.1,93.0,182.2
2024-09-23 15:00:00,Punjabi Bagh,28.6741,77.131,90.3,137.4,1360.0,83.8,38.2,57.0,500.0
2024-09-23 16:00:00,Punjabi Bagh,28.6741,77.131,95.2,145.8,1519.0,87.8,41.2,41.0,215.3
2024-09-23 17:00:00,Punjabi Bagh,28.6741,77.131,100.8,154.1,1636.0,85.9,42.9,33.0,234.5
2024-09-23 18:00:00,Punjabi Bagh,28.6741,77.131,100.4,153.2,1677.0,82.0,42.3,29.0,233.1
2024-09-23 19:00:00,Punjabi Bagh,28.6741,77.131,95.9,147.6,1602.0,76.4,38.0,25.0,217.7
2024-09-23 20:00:00,Punjabi Bagh,28.6741,77.131,91.5,142.0,1451.0,68.7,31.4,24.0,202.7
2024-09-23 21:00:00,Punjabi Bagh,28.6741,77.131,87.8,137.4,1311.0,61.7,26.1,24.0,192.5
2024-09-23 22:00:00,Punjabi Bagh,28.6741,77.131,83.4,130.4,1197.0,55.7,23.1,22.0,177.5
2024-09-23 23:00:00,Punjabi Bagh,28.6741,77.131,79.2,124.3,1094.0,50.4,21.4,21.0,163.1
2024-09-24 00:00:00,Punjabi Bagh,28.6741,77.131,77.8,122.9,954.0,41.4,22.2,41.0,158.4
2024-09-24 01:00:00,Punjabi Bagh,28.6741,77.131,81.5,129.0,1018.0,43.0,23.7,56.0,171.0
2024-09-24 02:00:00,Punjabi Bagh,28.6741,77.131,86.8,138.8,1098.0,44.7,26.1,79.0,189.1
2024-09-24 03:00:00,Punjabi Bagh,28.6741,77.131,85.7,139.7,1099.0,42.9,29.8,111.0,185.3
2024-09-24 04:00:00,Punjabi Bagh,28.6741,77.131,74.7,125.7,944.0,34.0,36.2,157.0,147.8
2024-09-24 05:00:00,Punjabi Bagh,28.6741,77.131,62.9,107.1,710.0,21.5,43.9,211.0,107.5
2024-09-24 06:00:00,Punjabi Bagh,28.6741,77.131,60.8,101.5,539.0,12.2,49.7,258.0,500.0
2024-09-24 07:00:00,Punjabi Bagh,28.6741,77.131,65.0,105.9,486.0,7.8,51.9,296.0,114.7
2024-09-24 08:00:00,Punjabi Bagh,28.6741,77.131,68.5,110.1,496.0,6.6,52.2,328.0,126.6
2024-09-24 09:00:00,Punjabi Bagh,28.6741,77.131,70.8,112.9,546.0,9.6,52.2,342.0,134.5
2024-09-24 10:00:00,Punjabi Bagh,28.6741,77.131,72.9,115.7,617.0,17.6,51.8,334.0,141.6
2024-09-24 11:00:00,Punjabi Bagh,28.6741,77.131,74.5,118.3,727.0,29.9,51.1,310.0,147.1
2024-09-24 12:00:00,Punjabi Bagh,28.6741,77.131,93.6,148.5,814.0,40.0,45.4,254.0,209.9
2024-09-24 13:00:00,Punjabi Bagh,28.6741,77.131,120.6,186.7,1302.0,75.7,54.9,193.0,500.0
2024-09-24 14:00:00,Punjabi Bagh,28.6741,77.131,145.3,222.1,1967.0,123.8,67.9,110.0,319.6
2024-09-24 15:00:00,Punjabi Bagh,28.6741,77.131,159.3,242.1,2411.0,152.1,76.5,51.0,330.4
2024-09-24 16:00:00,Punjabi Bagh,28.6741,77.131,156.9,238.0,2432.0,142.3,77.0,39.0,328.6
2024-09-24 17:00:00,Punjabi Bagh,28.6741,77.131,150.9,229.1,2233.0,112.7,73.2,52.0,323.9
2024-09-24 18:00:00,Punjabi Bagh,28.6741,77.131,143.9,219.3,2021.0,85.9,68.0,62.0,318.6
2024-09-24 19:00:00,Punjabi Bagh,28.6741,77.131,137.4,210.5,1857.0,69.4,61.8,62.0,313.6
2024-09-24 20:00:00,Punjabi Bagh,28.6741,77.131,132.7,203.5,1682.0,55.7,54.2,61.0,310.0
2024-09-24 21:00:00,Punjabi Bagh,28.6741,77.131,126.2,193.7,1523.0,45.3,47.5,58.0,305.0
2024-09-24 22:00:00,Punjabi Bagh,28.6741,77.131,122.5,187.7,1392.0,38.9,42.3,52.0,302.2
2024-09-24 23:00:00,Punjabi Bagh,28.6741,77.131,120.1,183.5,1278.0,35.8,37.8,44.0,500.0
2024-09-25 00:00:00,Punjabi Bagh,28.6741,77.131,129.5,195.1,1387.0,44.3,42.8,45.0,307.5
2024-09-25 01:00:00,Punjabi Bagh,28.6741,77.131,122.0,182.1,1310.0,42.8,40.9,65.0,301.8
2024-09-25 02:00:00,Punjabi Bagh,28.6741,77.131,119.2,177.4,1196.0,40.3,38.2,94.0,297.3
2024-09-25 03:00:00,Punjabi Bagh,28.6741,77.131,106.2,158.8,1054.0,35.9,35.9,125.0,252.9
2024-09-25 04:00:00,Punjabi Bagh,28.6741,77.131,87.8,132.7,858.0,27.5,34.5,158.0,192.5
2024-09-25 05:00:00,Punjabi Bagh,28.6741,77.131,73.8,111.8,634.0,17.2,33.5,193.0,144.7
2024-09-25 06:00:00,Punjabi Bagh,28.6741,77.131,65.2,98.5,467.0,9.6,32.5,218.0,115.3
2024-09-25 07:00:00,Punjabi Bagh,28.6741,77.131,62.4,93.8,393.0,6.3,31.2,228.0,105.8
2024-09-25 08:00:00,Punjabi Bagh,28.6741,77.131,57.9,86.4,375.0,5.7,29.9,228.0,96.5
2024-09-25 09:00:00,Punjabi Bagh,28.6741,77.131,56.1,83.8,389.0,7.9,29.4,221.0,93.4
2024-09-25 10:00:00,Punjabi Bagh,28.6741,77.131,55.3,82.0,433.0,14.1,30.5,207.0,92.1
2024-09-25 11:00:00,Punjabi Bagh,28.6741,77.131,54.4,80.3,507.0,23.2,32.4,186.0,90.5
2024-09-25 12:00:00,Punjabi Bagh,28.6741,77.131,65.9,97.8,536.0,28.8,27.2,132.0,117.7
2024-09-25 13:00:00,Punjabi Bagh,28.6741,77.131,62.9,92.4,570.0,30.7,27.1,113.0,107.5
2024-09-25 14:00:00,Punjabi Bagh,28.6741,77.131,61.9,90.3,615.0,33.1,26.8,86.0,104.1
2024-09-25 15:00:00,Punjabi Bagh,28.6741,77.131,58.6,85.0,639.0,33.8,26.2,67.0,97.6
2024-09-25 16:00:00,Punjabi Bagh,28.6741,77.131,53.1,76.6,624.0,31.3,25.0,64.0,88.3
2024-09-25 17:00:00,Punjabi Bagh,28.6741,77.131,47.0,68.0,587.0,27.2,23.5,69.0,78.0
2024-09-25 18:00:00,Punjabi Bagh,28.6741,77.131,41.9,60.5,547.0,23.3,22.2,72.0,69.4
2024-09-25 19:00:00,Punjabi Bagh,28.6741,77.131,37.6,54.5,506.0,20.2,21.2,70.0,62.2
2024-09-25 20:00:00,Punjabi Bagh,28.6741,77.131,34.8,50.3,463.0,17.4,20.4,66.0,57.4
2024-09-25 21:00:00,Punjabi Bagh,28.6741,77.131,33.1,47.8,431.0,15.5,19.9,62.0,54.5
2024-09-25 22:00:00,Punjabi Bagh,28.6741,77.131,32.1,46.3,418.0,15.1,19.7,56.0,52.9
2024-09-25 23:00:00,Punjabi Bagh,28.6741,77.131,31.5,45.2,416.0,15.6,19.8,49.0,51.8
2024-09-26 00:00:00,Punjabi Bagh,28.6741,77.131,35.7,51.1,420.0,14.8,21.9,50.0,58.9
2024-09-26 01:00:00,Punjabi Bagh,28.6741,77.131,34.6,49.4,440.0,16.4,23.1,54.0,57.1
2024-09-26 02:00:00,Punjabi Bagh,28.6741,77.131,33.6,48.1,465.0,18.5,24.7,61.0,55.4
2024-09-26 03:00:00,Punjabi Bagh,28.6741,77.131,31.3,44.8,471.0,19.0,25.6,73.0,51.5
2024-09-26 04:00:00,Punjabi Bagh,28.6741,77.131,27.8,39.8,441.0,16.5,25.0,96.0,46.3
2024-09-26 05:00:00,Punjabi Bagh,28.6741,77.131,23.6,33.8,392.0,12.4,23.7,124.0,39.3
2024-09-26 06:00:00,Punjabi Bagh,28.6741,77.131,20.6,29.6,350.0,9.1,22.3,145.0,34.3
2024-09-26 07:00:00,Punjabi Bagh,28.6741,77.131,18.6,26.7,318.0,7.0,21.1,156.0,31.0
2024-09-26 08:00:00,Punjabi Bagh,28.6741,77.131,17.1,24.6,292.0,5.7,19.8,159.0,28.5
2024-09-26 09:00:00,Punjabi Bagh,28.6741,77.131,16.4,23.5,288.0,6.7,18.9,156.0,27.3
2024-09-26 10:00:00,Punjabi Bagh,28.6741,77.131,16.0,23.0,318.0,11.4,18.5,143.0,26.7
2024-09-26 11:00:00,Punjabi Bagh,28.6741,77.131,16.1,23.1,369.0,18.2,18.4,122.0,26.8
2024-09-26 12:00:00,Punjabi Bagh,28.6741,77.131,25.6,36.7,477.0,29.3,20.7,93.0,42.7
2024-09-26 13:00:00,Punjabi Bagh,28.6741,77.131,32.7,46.8,542.0,35.0,22.1,77.0,53.9
2024-09-26 14:00:00,Punjabi Bagh,28.6741,77.131,33.3,47.7,630.0,42.7,24.0,55.0,54.9
2024-09-26 15:00:00,Punjabi Bagh,28.6741,77.131,32.2,46.2,676.0,46.7,25.1,40.0,53.0
2024-09-26 16:00:00,Punjabi Bagh,28.6741,77.131,30.9,44.1,644.0,43.9,25.0,38.0,500.0
2024-09-26 17:00:00,Punjabi Bagh,28.6741,77.131,28.8,41.2,571.0,37.4,24.1,44.0,48.0
2024-09-26 18:00:00,Punjabi Bagh,28.6741,77.131,26.9,38.4,502.0,31.1,22.8,49.0,44.8
2024-09-26 19:00:00,Punjabi Bagh,28.6741,77.131,26.0,37.1,449.0,25.6,20.9,53.0,43.3
2024-09-26 20:00:00,Punjabi Bagh,28.6741,77.131,25.3,36.2,401.0,20.1,18.6,57.0,42.2
2024-09-26 21:00:00,Punjabi Bagh,28.6741,77.131,24.2,34.6,368.0,16.5,17.0,58.0,40.3
2024-09-26 22:00:00,Punjabi Bagh,28.6741,77.131,22.8,32.6,355.0,15.9,16.4,53.0,38.0
2024-09-26 23:00:00,Punjabi Bagh,28.6741,77.131,21.8,31.1,358.0,17.1,16.6,46.0,36.3
2024-09-27 00:00:00,Punjabi Bagh,28.6741,77.131,22.8,32.6,377.0,20.0,20.0,38.0,38.0
2024-09-27 01:00:00,Punjabi Bagh,28.6741,77.131,24.7,35.4,396.0,20.6,22.2,43.0,41.2
2024-09-27 02:00:00,Punjabi Bagh,28.6741,77.131,25.3,36.2,420.0,21.2,25.1,50.0,42.2
2024-09-27 03:00:00,Punjabi Bagh,28.6741,77.131,21.4,30.6,426.0,20.5,26.8,61.0,35.7
2024-09-27 04:00:00,Punjabi Bagh,28.6741,77.131,18.4,26.3,397.0,17.2,26.2,82.0,30.7
2024-09-27 05:00:00,Punjabi Bagh,28.6741,77.131,18.2,26.1,351.0,12.6,24.3,107.0,30.3
2024-09-27 06:00:00,Punjabi Bagh,28.6741,77.131,15.8,22.6,315.0,9.4,22.1,123.0,26.3
2024-09-27 07:00:00,Punjabi Bagh,28.6741,77.131,12.7,18.2,298.0,8.6,19.6,123.0,21.2
2024-09-27 08:00:00,Punjabi Bagh,28.6741,77.131,12.8,18.5,292.0,9.3,16.9,115.0,21.3
2024-09-27 09:00:00,Punjabi Bagh,28.6741,77.131,18.0,26.0,298.0,10.8,15.2,108.0,30.0
2024-09-27 10:00:00,Punjabi Bagh,28.6741,77.131,15.9,22.8,306.0,12.3,15.1,108.0,26.5
2024-09-27 11:00:00,Punjabi Bagh,28.6741,77.131,17.5,25.0,326.0,14.8,16.1,109.0,29.2
2024-09-27 12:00:00,Punjabi Bagh,28.6741,77.131,16.8,24.0,375.0,19.3,18.1,89.0,28.0
2024-09-27 13:00:00,Punjabi Bagh,28.6741,77.131,20.6,29.4,437.0,25.3,20.0,74.0,34.3
2024-09-27 14:00:00,Punjabi Bagh,28.6741,77.131,22.8,32.6,519.0,33.4,22.6,52.0,38.0
2024-09-27 15:00:00,Punjabi Bagh,28.6741,77.131,24.0,34.2,565.0,38.2,24.3,36.0,40.0
2024-09-27 16:00:00,Punjabi Bagh,28.6741,77.131,23.2,33.1,542.0,36.8,24.5,29.0,38.7
2024-09-27 17:00:00,Punjabi Bagh,28.6741,77.131,21.2,30.4,482.0,32.1,23.8,28.0,35.3
2024-09-27 18:00:00,Punjabi Bagh,28.6741,77.131,18.5,26.4,424.0,27.3,22.5,27.0,30.8
2024-09-27 19:00:00,Punjabi Bagh,28.6741,77.131,15.5,22.2,378.0,23.0,20.4,27.0,25.8
2024-09-27 20:00:00,Punjabi Bagh,28.6741,77.131,13.6,19.4,334.0,18.6,17.7,29.0,22.7
2024-09-27 21:00:00,Punjabi Bagh,28.6741,77.131,12.6,18.0,306.0,15.8,15.9,29.0,21.0
2024-09-27 22:00:00,Punjabi Bagh,28.6741,77.131,12.3,17.5,300.0,15.6,15.4,26.0,20.5
2024-09-27 23:00:00,Punjabi Bagh,28.6741,77.131,12.4,17.7,309.0,17.0,15.9,22.0,20.7
2024-09-28 00:00:00,Punjabi Bagh,28.6741,77.131,16.0,22.9,383.0,25.7,20.3,14.0,26.7
2024-09-28 01:00:00,Punjabi Bagh,28.6741,77.131,19.3,27.5,400.0,25.4,23.7,21.0,32.2
2024-09-28 02:00:00,Punjabi Bagh,28.6741,77.131,21.3,30.4,422.0,25.0,28.2,32.0,35.5
2024-09-28 03:00:00,Punjabi Bagh,28.6741,77.131,19.2,27.4,434.0,23.8,31.1,46.0,32.0
2024-09-28 04:00:00,Punjabi Bagh,28.6741,77.131,17.3,24.7,426.0,21.3,30.7,67.0,28.8
2024-09-28 05:00:00,Punjabi Bagh,28.6741,77.131,17.5,25.0,409.0,18.1,28.6,92.0,29.2
2024-09-28 06:00:00,Punjabi Bagh,28.6741,77.131,19.0,27.1,392.0,15.4,26.5,113.0,31.7
2024-09-28 07:00:00,Punjabi Bagh,28.6741,77.131,19.2,27.5,372.0,12.8,25.0,130.0,32.0
2024-09-28 08:00:00,Punjabi Bagh,28.6741,77.131,18.5,26.5,353.0,10.7,23.4,144.0,30.8
2024-09-28 09:00:00,Punjabi Bagh,28.6741,77.131,20.1,29.2,361.0,11.4,22.3,150.0,33.5
2024-09-28 10:00:00,Punjabi Bagh,28.6741,77.131,21.5,31.3,362.0,13.9,20.1,147.0,35.8
2024-09-28 11:00:00,Punjabi Bagh,28.6741,77.131,23.3,34.6,390.0,19.3,18.3,138.0,38.8
2024-09-28 12:00:00,Punjabi Bagh,28.6741,77.131,27.1,39.5,564.0,33.9,22.8,107.0,45.2
2024-09-28 13:00:00,Punjabi Bagh,28.6741,77.131,44.9,65.0,772.0,49.7,26.8,82.0,74.5
2024-09-28 14:00:00,Punjabi Bagh,28.6741,77.131,51.5,74.3,1052.0,70.9,32.2,48.0,85.6
2024-09-28 15:00:00,Punjabi Bagh,28.6741,77.131,49.6,71.9,1209.0,82.4,35.1,24.0,82.4
2024-09-28 16:00:00,Punjabi Bagh,28.6741,77.131,44.8,65.7,1132.0,75.3,33.5,21.0,74.3
2024-09-28 17:00:00,Punjabi Bagh,28.6741,77.131,39.1,58.2,932.0,58.5,29.5,29.0,64.7
2024-09-28 18:00:00,Punjabi Bagh,28.6741,77.131,32.8,49.6,747.0,43.4,25.6,36.0,54.0
2024-09-28 19:00:00,Punjabi Bagh,28.6741,77.131,27.6,42.0,617.0,33.3,22.5,40.0,46.0
2024-09-28 20:00:00,Punjabi Bagh,28.6741,77.131,24.6,36.9,501.0,24.9,19.6,43.0,41.0
2024-09-28 21:00:00,Punjabi Bagh,28.6741,77.131,23.1,34.0,419.0,19.3,17.6,44.0,38.5
2024-09-28 22:00:00,Punjabi Bagh,28.6741,77.131,22.4,32.5,385.0,17.8,16.7,39.0,37.3
2024-09-28 23:00:00,Punjabi Bagh,28.6741,77.131,22.2,32.0,384.0,19.2,16.8,32.0,37.0
2024-09-29 00:00:00,Punjabi Bagh,28.6741,77.131,23.7,34.3,410.0,21.7,19.2,28.0,39.5
2024-09-29 01:00:00,Punjabi Bagh,28.6741,77.131,24.4,35.0,420.0,21.3,21.6,36.0,40.7
2024-09-29 02:00:00,Punjabi Bagh,28.6741,77.131,25.5,36.4,432.0,20.7,24.7,47.0,42.5
2024-09-29 03:00:00,Punjabi Bagh,28.6741,77.131,26.0,37.3,431.0,19.4,26.6,62.0,43.3
2024-09-29 04:00:00,Punjabi Bagh,28.6741,77.131,22.8,32.6,405.0,16.7,26.0,82.0,38.0
2024-09-29 05:00:00,Punjabi Bagh,28.6741,77.131,19.7,28.2,365.0,13.4,24.0,104.0,32.8
2024-09-29 06:00:00,Punjabi Bagh,28.6741,77.131,19.3,27.6,335.0,10.7,22.0,123.0,32.2
2024-09-29 07:00:00,Punjabi Bagh,28.6741,77.131,18.3,26.6,315.0,8.4,20.1,137.0,30.5
2024-09-29 08:00:00,Punjabi Bagh,28.6741,77.131,19.0,27.9,304.0,6.8,18.2,148.0,31.7
2024-09-29 09:00:00,Punjabi Bagh,28.6741,77.131,21.6,31.4,322.0,8.2,16.9,151.0,36.0
2024-09-29 10:00:00,Punjabi Bagh,28.6741,77.131,21.6,31.4,373.0,14.2,16.4,143.0,36.0
2024-09-29 11:00:00,Punjabi Bagh,28.6741,77.131,22.3,32.6,453.0,23.3,16.6,127.0,37.2
2024-09-29 12:00:00,Punjabi Bagh,28.6741,77.131,24.2,34.7,475.0,28.3,22.3,120.0,40.3
2024-09-29 13:00:00,Punjabi Bagh,28.6741,77.131,42.7,61.2,876.0,53.2,32.4,92.0,70.8
2024-09-29 14:00:00,Punjabi Bagh,28.6741,77.131,62.2,89.2,1432.0,87.1,46.5,52.0,105.1
2024-09-29 15:00:00,Punjabi Bagh,28.6741,77.131,74.5,106.6,1871.0,110.1,57.2,23.0,147.1
2024-09-29 16:00:00,Punjabi Bagh,28.6741,77.131,82.7,118.5,2112.0,112.5,62.7,13.0,175.1
2024-09-29 17:00:00,Punjabi Bagh,28.6741,77.131,87.1,124.8,2234.0,103.9,64.8,12.0,190.1
2024-09-29 18:00:00,Punjabi Bagh,28.6741,77.131,85.7,122.5,2209.0,93.2,62.6,15.0,185.3
2024-09-29 19:00:00,Punjabi Bagh,28.6741,77.131,79.6,114.1,1956.0,82.1,53.2,20.0,164.5
2024-09-29 20:00:00,Punjabi Bagh,28.6741,77.131,68.7,98.7,1555.0,68.8,39.5,28.0,127.3
2024-09-29 21:00:00,Punjabi Bagh,28.6741,77.131,57.4,82.7,1211.0,57.1,28.4,35.0,95.6
2024-09-29 22:00:00,Punjabi Bagh,28.6741,77.131,50.6,73.8,991.0,47.9,22.9,37.0,84.1
2024-09-29 23:00:00,Punjabi Bagh,28.6741,77.131,47.4,70.1,829.0,40.2,20.1,38.0,78.7
2024-09-30 00:00:00,Punjabi Bagh,28.6741,77.131,57.6,84.8,1129.0,53.9,28.2,31.0,95.9
2024-09-30 01:00:00,Punjabi Bagh,28.6741,77.131,55.6,82.7,1060.0,48.8,27.1,48.0,92.6
2024-09-30 02:00:00,Punjabi Bagh,28.6741,77.131,57.3,85.4,958.0,41.3,25.4,72.0,95.4
2024-09-30 03:00:00,Punjabi Bagh,28.6741,77.131,54.1,82.9,839.0,33.2,23.5,97.0,90.0
2024-09-30 04:00:00,Punjabi Bagh,28.6741,77.131,43.4,70.1,686.0,23.7,21.2,126.0,72.0
2024-09-30 05:00:00,Punjabi Bagh,28.6741,77.131,35.0,59.5,515.0,13.5,18.7,156.0,57.8
2024-09-30 06:00:00,Punjabi Bagh,28.6741,77.131,32.4,56.1,389.0,6.2,16.4,177.0,53.4
